employee_id,department,age,tenure_years,monthly_salary,commute_km,overtime,job_satisfaction,work_life_balance,last_promotion_years,performance_rating,training_hours_last_year,attrition
E2027,Operations,40,5.0,36200.0,22.4,No,2,2,0.6,3,11,No
E2028,Engineering,44,4.6,65900.0,12.1,No,1,3,1.6,3,15,No
E2029,Operations,35,3.0,40900.0,1.0,No,4,1,1.0,3,17,No
E2030,Sales,27,1.4,18900.0,2.8,No,3,2,0.8,3,18,No
E2031,Customer Support,41,1.0,28900.0,31.1,No,2,5,8.5,4,18,No
E2032,Engineering,46,0.8,70400.0,5.5,No,1,5,0.4,4,26,No
E2033,Sales,34,1.2,75000.0,1.3,Yes,4,1,3.9,3,18,Yes
E2034,Sales,57,7.0,19500.0,14.5,No,3,5,10.4,1,23,No
E2035,Marketing,41,0.2,39800.0,4.3,No,1,5,0.1,4,21,No
E2036,Engineering,38,5.3,76900.0,3.8,No,2,4,3.0,3,18,No
E2037,Marketing,25,1.3,64800.0,60.0,No,5,3,0.7,4,13,No
E2038,Sales,23,2.2,51100.0,23.4,Yes,5,5,0.1,1,17,No
E2039,Engineering,43,4.7,56000.0,6.3,Yes,3,4,1.3,3,18,No
E2040,Customer Support,46,6.5,62300.0,47.1,No,1,2,6.8,5,21,No
E2041,Operations,57,1.3,60200.0,12.6,Yes,4,5,0.0,2,27,No
E2042,Engineering,44,1.9,84900.0,16.3,Yes,1,2,2.2,3,24,No
E2043,Customer Support,39,1.6,40800.0,1.0,No,5,5,1.7,3,18,No
E2044,Operations,45,0.1,64500.0,1.6,No,3,1,5.2,5,13,No
E2045,Customer Support,41,1.1,21900.0,12.0,No,2,4,0.2,4,14,No
E2046,Engineering,32,1.8,90000.0,27.5,Yes,1,4,2.9,3,14,No
E2047,Sales,53,1.6,56700.0,11.7,No,5,1,2.8,2,22,No
E2048,Operations,24,3.8,51200.0,1.7,Yes,4,3,2.8,4,24,No
E2049,Sales,27,1.5,42800.0,1.5,No,3,4,7.1,3,20,No
E2050,Operations,42,2.0,25000.0,22.3,Yes,2,2,4.3,4,17,Yes
E2051,Customer Support,53,1.7,48100.0,1.8,No,1,4,0.1,2,22,No
E2052,HR,37,4.0,58200.0,8.8,No,4,3,1.6,3,22,No
E2053,Operations,44,6.0,59000.0,1.0,No,2,2,1.3,4,14,No
E2054,HR,54,2.3,58800.0,1.0,No,5,2,0.9,3,22,No
E2055,Engineering,48,4.7,75600.0,13.4,No,5,1,1.5,4,18,No
E2056,Marketing,59,1.1,39000.0,14.0,Yes,4,5,1.2,2,13,No
E2057,Engineering,42,2.3,83100.0,5.0,No,5,1,1.4,3,11,No
E2058,Customer Support,37,1.3,33600.0,2.9,Yes,3,5,9.7,5,18,No
E2059,Customer Support,54,1.6,60900.0,20.2,No,4,1,0.2,3,13,No
E2060,Operations,26,4.0,48300.0,2.9,No,5,5,6.4,4,14,Yes
E2061,HR,26,6.4,49900.0,9.4,No,1,4,1.6,3,14,No
E2062,Marketing,54,0.4,64600.0,41.4,No,5,2,2.4,4,20,No
E2063,Engineering,21,3.0,87500.0,1.9,No,3,5,4.4,4,22,No
E2064,Engineering,30,2.6,83200.0,33.9,Yes,2,4,1.1,3,12,No
E2065,Marketing,41,0.4,40600.0,2.4,No,2,3,1.4,4,24,No
E2066,Engineering,25,0.7,83000.0,10.1,No,5,1,1.3,4,13,No
E2067,Sales,22,1.1,44900.0,5.7,No,2,3,1.2,3,20,No
E2068,Engineering,42,0.5,83500.0,40.2,No,5,4,6.5,4,17,No
E2069,Engineering,22,0.8,42000.0,3.8,No,3,3,4.4,4,15,No
E2070,Engineering,30,0.9,67000.0,6.1,No,2,3,0.3,3,12,No
E2071,Engineering,54,1.2,53400.0,48.8,Yes,1,4,0.3,3,12,No
E2072,Sales,36,4.2,71400.0,9.2,Yes,5,2,1.4,3,16,No
E2073,Sales,59,2.5,75300.0,8.4,No,2,5,0.3,3,16,No
E2074,HR,42,12.9,53400.0,3.6,No,3,1,2.4,4,13,No
E2075,Engineering,32,1.6,71900.0,14.5,No,3,5,0.4,3,13,No
E2076,Engineering,44,4.2,82000.0,1.0,Yes,1,1,1.8,5,12,No
E2077,Marketing,58,6.2,68200.0,1.0,Yes,3,5,0.0,3,15,No
E2078,Sales,30,3.4,58400.0,11.0,Yes,3,3,1.0,3,11,Yes
E2079,HR,55,1.6,43700.0,5.0,No,2,2,2.8,4,20,No
E2080,Operations,52,4.2,58200.0,36.8,Yes,5,3,1.7,3,10,No
E2081,Sales,27,0.7,28500.0,28.0,No,4,2,9.6,3,21,No
E2082,Engineering,41,1.2,85800.0,15.0,No,3,4,5.2,2,25,No
E2083,Operations,40,2.4,39900.0,20.5,No,3,1,1.1,3,23,No
E2084,HR,46,2.6,47300.0,13.2,No,4,1,0.1,3,15,No
E2085,Engineering,24,0.1,85900.0,1.6,Yes,3,4,4.7,5,26,No
E2086,Customer Support,42,8.7,41500.0,17.4,Yes,2,5,6.1,3,15,No
E2087,Sales,35,3.6,67900.0,2.8,No,2,4,4.3,4,22,No
E2088,HR,41,2.1,66300.0,4.7,Yes,4,4,0.3,4,16,No
E2089,Engineering,35,8.1,70900.0,20.5,No,3,2,15.0,3,11,No
E2090,HR,42,1.7,54900.0,9.2,No,3,4,0.7,3,18,No
E2091,Customer Support,48,11.8,45200.0,23.6,No,5,1,3.2,4,26,No
E2092,Customer Support,34,2.2,48200.0,2.9,Yes,3,3,6.0,4,22,No
E2093,Customer Support,47,0.4,32600.0,11.2,No,2,2,0.7,3,10,No
E2094,Engineering,48,4.3,63200.0,1.1,Yes,1,2,6.0,3,18,No
E2095,Sales,46,3.4,37500.0,12.4,No,1,5,0.9,3,22,No
E2096,Engineering,22,4.4,51900.0,17.3,No,1,3,9.4,2,19,No
E2097,Sales,45,9.1,26200.0,10.6,No,1,2,0.8,4,19,No
E2098,Operations,23,4.5,53100.0,3.7,No,3,4,7.7,4,19,No
E2099,Engineering,28,2.8,100500.0,1.0,No,3,2,0.1,3,21,No
E2100,Sales,53,5.8,50600.0,1.5,No,5,2,3.1,4,30,No
E2101,HR,55,3.4,63900.0,11.7,No,3,2,1.9,4,27,No
E2102,Operations,26,1.6,64700.0,32.7,Yes,1,5,1.6,3,20,No
E2103,HR,59,6.5,34000.0,2.8,No,4,2,0.6,3,16,No
E2104,HR,43,0.8,37000.0,15.9,No,4,2,3.1,4,21,No
E2105,Sales,45,3.8,73400.0,24.2,Yes,2,5,0.5,4,19,No
E2106,Engineering,39,6.4,67000.0,8.8,Yes,2,3,2.0,4,25,Yes
E2107,Marketing,25,3.9,33800.0,13.3,Yes,3,1,0.7,1,21,Yes
E2108,Marketing,31,3.6,43100.0,20.2,Yes,4,5,7.8,3,20,No
E2109,Sales,32,4.2,64400.0,3.6,No,1,5,0.1,2,16,Yes
E2110,Operations,30,1.9,38800.0,4.2,No,1,2,0.6,4,13,Yes
E2111,Engineering,28,6.2,22500.0,1.0,No,1,2,0.7,4,16,No
E2112,Engineering,44,0.7,62800.0,39.6,No,3,1,1.3,2,24,Yes
E2113,Customer Support,48,0.4,43700.0,29.9,No,3,2,0.7,4,24,No
E2114,Customer Support,56,1.0,46800.0,17.4,Yes,5,4,1.7,4,16,No
E2115,Customer Support,57,2.3,62800.0,1.0,No,1,2,5.1,4,14,No
E2116,Sales,41,2.1,58600.0,7.1,No,1,2,3.1,5,21,No
E2117,Operations,28,5.2,52700.0,1.3,No,3,4,2.2,2,14,No
E2118,Engineering,29,1.6,88500.0,1.0,No,3,1,0.2,5,19,No
E2119,Sales,35,2.0,58000.0,11.5,No,5,4,3.0,2,17,No
E2120,Operations,38,0.1,78300.0,38.9,Yes,5,5,0.5,3,15,No
E2121,HR,40,1.6,33100.0,28.0,No,2,4,3.9,4,11,No
E2122,Operations,26,3.1,36900.0,14.3,Yes,4,3,0.7,5,10,No
E2123,Operations,32,0.1,57800.0,1.2,No,1,5,1.3,3,14,No
E2124,Marketing,22,1.0,70100.0,3.8,No,1,2,1.1,4,14,No
E2125,Customer Support,27,0.7,44200.0,4.6,Yes,5,5,4.9,4,21,Yes
E2126,Sales,36,0.1,41800.0,17.3,No,5,1,0.3,4,22,No
E2127,Engineering,23,2.0,101800.0,19.4,Yes,2,1,2.1,2,16,Yes
E2128,Engineering,23,0.6,53900.0,5.8,No,4,4,0.4,4,9,No
E2129,Engineering,47,4.1,75100.0,6.5,No,2,5,3.1,3,24,No
E2130,Marketing,58,5.7,71000.0,1.0,No,4,2,5.9,3,26,No
E2131,Customer Support,53,2.4,41100.0,4.1,Yes,1,1,1.4,3,26,Yes
E2132,Sales,48,12.0,48000.0,7.2,No,2,2,1.7,3,12,No
E2133,Engineering,21,1.8,58400.0,1.5,No,5,3,6.6,5,17,No
E2134,Marketing,28,2.2,65100.0,7.2,No,2,1,1.8,3,18,No
E2135,Sales,57,13.6,74400.0,23.0,Yes,2,4,1.7,5,28,No
E2136,Operations,52,0.8,50000.0,10.4,No,1,3,2.2,3,24,No
E2137,Customer Support,57,8.6,70700.0,1.0,No,5,5,2.9,4,18,No
E2138,Customer Support,24,0.1,47200.0,2.6,Yes,5,2,0.3,4,17,Yes
E2139,Customer Support,50,1.8,63200.0,7.7,No,3,1,4.3,4,23,No
E2140,Operations,26,0.2,43600.0,5.4,No,3,3,1.4,4,9,Yes
E2141,Engineering,39,3.9,112500.0,5.3,No,3,3,0.2,4,22,No
E2142,Marketing,52,2.8,74700.0,9.0,No,1,1,3.9,4,19,No
E2143,Customer Support,29,3.7,45100.0,10.5,No,2,5,1.2,4,23,Yes
E2144,Engineering,32,1.4,95600.0,19.1,No,5,5,0.3,2,16,No
E2145,Operations,31,1.4,68200.0,5.0,Yes,5,4,2.5,4,13,No
E2146,Operations,36,0.1,70500.0,19.6,No,2,5,5.3,3,17,No
E2147,Marketing,21,1.3,17100.0,5.0,No,5,4,5.5,3,18,No
E2148,Operations,41,7.9,59200.0,1.0,No,2,3,7.9,4,19,No
E2149,Operations,50,1.4,56800.0,9.7,No,1,1,5.1,3,15,No
E2150,Marketing,33,5.3,59000.0,10.6,No,1,5,0.0,4,21,No
E2151,Operations,54,5.5,52500.0,32.7,No,1,4,1.2,3,15,No
E2152,Marketing,24,1.4,55800.0,15.5,No,2,3,4.3,1,18,No
E2153,Marketing,48,3.0,70500.0,30.0,No,2,5,1.1,3,20,No
E2154,Customer Support,58,0.3,53600.0,28.7,No,4,2,2.3,2,21,No
E2155,Marketing,51,0.3,55400.0,11.1,Yes,5,3,2.3,4,18,No
E2156,Sales,47,0.1,75700.0,9.0,Yes,5,5,1.1,3,17,No
E2157,Operations,25,2.6,55200.0,9.8,No,4,3,5.9,3,22,No
E2158,Operations,45,1.7,56400.0,46.0,No,4,1,1.7,2,18,No
E2159,Sales,23,2.4,87200.0,17.8,No,1,1,1.6,3,16,No
E2160,Operations,53,2.2,43600.0,1.3,Yes,4,1,15.0,4,13,Yes
E2161,Sales,24,1.3,33900.0,18.1,Yes,2,2,1.7,3,18,Yes
E2162,Engineering,45,3.4,70100.0,2.2,Yes,3,1,0.5,4,17,No
E2163,Marketing,40,4.3,55300.0,7.1,Yes,2,2,1.8,5,22,No
E2164,Sales,54,0.1,69100.0,2.8,Yes,4,1,4.2,4,19,No
E2165,Operations,46,0.7,50900.0,14.0,No,5,3,3.7,4,22,No
E2166,Operations,25,3.7,59700.0,25.2,No,2,5,3.9,2,18,No
E2167,Customer Support,55,1.5,78700.0,4.1,No,5,5,3.1,3,13,No
E2168,Sales,48,3.3,70400.0,1.0,No,2,1,0.7,4,11,No
E2169,Engineering,49,1.3,87100.0,4.3,No,5,5,5.0,4,22,No
E2170,Customer Support,29,1.5,45100.0,13.4,Yes,2,1,5.6,4,18,Yes
E2171,HR,58,0.5,31500.0,4.8,Yes,5,1,0.5,4,17,No
E2172,Customer Support,26,0.9,17400.0,3.9,No,3,4,0.3,3,20,No
E2173,Engineering,39,2.8,59000.0,2.4,No,1,4,9.3,2,18,No
E2174,Customer Support,31,1.7,15300.0,8.3,No,2,4,5.1,4,15,Yes
E2175,Customer Support,22,4.5,53300.0,3.9,No,3,2,5.6,4,22,No
E2176,Operations,29,5.7,44400.0,15.8,No,1,4,5.4,3,24,Yes
E2177,Sales,41,2.3,37100.0,1.0,No,2,1,2.0,4,16,No
E2178,Marketing,44,4.3,54200.0,13.1,No,3,3,2.6,3,17,No
E2179,Customer Support,54,1.1,37300.0,3.3,No,3,4,2.0,3,16,No
E2180,HR,42,1.6,56900.0,8.1,No,3,4,0.1,4,20,No
E2181,Engineering,23,3.7,82000.0,4.0,No,4,3,3.4,4,14,No
E2182,Customer Support,32,1.5,37800.0,15.4,Yes,5,1,1.8,3,19,No
E2183,HR,48,2.7,47300.0,34.9,No,1,2,2.6,3,15,Yes
E2184,Sales,50,0.6,61100.0,29.9,No,5,4,1.7,3,21,No
E2185,HR,46,2.7,31200.0,10.5,No,5,3,1.7,4,18,No
E2186,Marketing,41,5.9,55300.0,7.5,No,5,1,0.5,3,21,No
E2187,Sales,48,6.1,35200.0,20.5,No,3,5,0.8,4,22,No
E2188,Engineering,46,3.9,79400.0,13.8,No,5,2,0.4,5,24,No
E2189,Marketing,53,4.1,46100.0,2.4,No,4,3,0.5,4,23,No
E2190,Sales,41,2.4,35200.0,20.6,No,2,3,9.0,3,14,No
E2191,Customer Support,55,2.6,39400.0,6.7,Yes,3,3,0.4,4,16,No
E2192,Engineering,54,0.4,58600.0,2.5,No,1,4,0.8,3,18,No
E2193,Customer Support,38,1.8,60400.0,4.0,No,2,5,2.2,3,20,No
E2194,Sales,31,1.8,60500.0,3.7,Yes,2,2,2.4,2,16,No
E2195,Operations,43,9.5,36600.0,8.8,Yes,2,1,0.4,3,12,No
E2196,HR,42,1.7,73300.0,3.2,No,5,1,3.9,5,13,No
E2197,HR,37,2.4,59200.0,1.6,No,5,5,3.8,3,20,No
E2198,Marketing,25,2.3,47500.0,1.6,No,3,3,0.7,3,18,No
E2199,Sales,31,3.0,33300.0,10.5,Yes,5,3,0.9,5,12,No
